Latitude,Longitude,ValidDate,AQI,PM2.5,PM10,O3,NO2,CO,SO2
42.5014,-92.315804,09-01-25,31,9,17,24,5.1,0.2,0.2
42.743099,-92.5131,09-01-25,59,6.8,17,20,5.1,0.2,0.2
43.169399,-93.202202,09-01-25,0,6.8,17,24,5.1,0.2,0.2
41.823101,-90.211899,09-01-25,22,6,17,24,5.1,0.2,0.4
41.875,-90.177498,09-01-25,14,6.8,17,27,5.1,0.2,0.2
41.832199,-95.928101,09-01-25,20,6.8,17,6,5.1,0.2,0.2
41.658195,-91.503471,09-01-25,38,7,17,24,5.1,0.2,0.2
41.910599,-91.651901,09-01-25,3,6.8,17,24,5.1,0.2,0.2
41.983334,-91.662781,09-01-25,17,6.8,17,24,5.1,0.2,0.2
42.2806,-91.5269,09-01-25,95,6.8,17,20,5.1,0.2,0.2
41.9767,-91.6878,09-01-25,92,7.8,17,29,5.1,0.2,0.3
41.948669,-91.639543,09-01-25,28,6.8,17,24,5.1,0.2,0.2
41.9767,-91.6875,09-01-25,10,6.8,17,24,5.1,0.2,0.2
41.97677,-91.68766,09-01-25,49,6.8,17,24,5.1,0.2,0.2
41.9106,-91.6519,09-01-25,76,6.8,17,24,5.1,0.2,0.2
40.970001,-95.044998,09-01-25,39,3,17,17,5.1,0.2,0.2
41.401402,-91.0681,09-01-25,100,6.8,17,24,5.1,0.2,0.2
41.4014,-91.0684,09-01-25,78,3,17,24,5.1,0.2,0.1
41.407799,-91.0625,09-01-25,26,6.8,17,24,5.1,0.2,0.1
43.123299,-94.693298,09-01-25,24,6,17,20,5.1,0.2,0.2
41.6031,-93.643303,09-01-25,253,8,17,35,5.1,0.2,0.2
41.849433,-93.697616,09-01-25,18,6.8,17,26,5.1,0.2,0.2
41.6992,-90.521896,09-01-25,0,6.8,17,12,5.1,0.2,0.2
41.529999,-90.587502,09-01-25,100,6.9,17,23,4.6,0.2,0
41.467201,-90.688301,09-01-25,89,7,17,24,5.1,0.2,0.2
41.516399,-90.618896,09-01-25,62,6.8,17,24,5.1,0.2,0.2
41.8829,-93.6879,09-01-25,0,6.8,17,24,5.1,0.2,0.2
40.693298,-92.006104,09-01-25,123,8,17,29,1.3,0.2,0
37.7667,-100.0333,09-01-25,32,3.4,8,24,5.1,0.2,0.2
38.8386,-94.7464,09-01-25,31,12.2,24,14,5.1,0.2,0.2
39.3275,-94.9513,09-01-25,172,6.8,17,19,5.1,0.2,0.2
38.1358,-94.7319,09-01-25,26,6.8,17,24,5.1,0.2,0.2
37.046902,-95.613297,09-01-25,25,6.8,17,24,5.1,0.2,0.2
37.67696,-95.47594,09-01-25,57,8.4,17,27,0.9,0.2,0.1
37.781399,-97.337196,09-01-25,56,6.8,17,24,5.1,0.2,0.2
37.6597,-97.2972,09-01-25,72,6.8,17,24,5.1,0.2,0.2
37.6511,-97.3622,09-01-25,26,6.8,17,24,5.1,0.2,0.2
37.7011,-97.3139,09-01-25,39,8.7,14,14,2.4,0.2,0.2
37.897499,-97.492073,09-01-25,99,6.8,17,16,5.1,0.2,0.2
37.7472,-97.3164,09-01-25,89,6.8,17,24,5.1,0.2,0.2
39.0242,-95.7114,09-01-25,87,6.9,10,34,5.1,0.2,0.2
39.342801,-101.702996,09-01-25,56,3.7,10,24,5.1,0.2,0.2
37.4769,-97.3664,09-01-25,146,6,12,9,2.9,0.2,0.4
38.7703,-99.7636,09-01-25,11,2.9,10,25,-0.2,0.2,0.2
39.1175,-94.6356,09-01-25,15,12.3,29,23,11,0.2,0.2
36.6081,-83.7369,09-01-25,41,6.1,17,19,5.1,0.2,0.2
36.671902,-83.526398,09-01-25,83,6.8,17,24,5.1,0.2,0.2
38.9181,-84.8528,09-01-25,14,6.8,17,24,5.1,0.2,0.2
38.4592,-82.6339,09-01-25,42,3.1,17,34,5.1,0.2,0.2
37.9856,-85.7131,09-01-25,98,6.8,17,29,5.1,0.2,0.2
39.0217,-84.4744,09-01-25,0,3.8,17,31,5.1,0.2,0.2
38.2383,-82.9883,09-01-25,11,3.2,17,21,5.1,0.2,0.2
36.911667,-87.323608,09-01-25,17,4.4,17,35,5.1,0.2,0.2
37.7808,-87.0756,09-01-25,64,6.8,17,24,5.1,0.2,0.2
37.1314,-86.1481,09-01-25,168,6.8,17,42,5.1,0.2,0.2
38.065,-84.5,09-01-25,13,3.3,17,32,5.1,0.2,0.2
38.5483,-82.7317,09-01-25,2,6.8,17,16,5.1,0.2,0.2
37.9389,-86.8969,09-01-25,105,6.8,17,27,5.1,0.2,0.2
37.7064,-85.8517,09-01-25,34,6.8,17,24,5.1,0.2,0.2
38.1372,-85.5783,09-01-25,1,6.8,17,24,5.1,0.2,0.2
38.2317,-85.8156,09-01-25,45,6.8,17,24,5.1,0.2,0.2
38.1911,-85.7792,09-01-25,92,6.8,17,24,5.1,0.2,0.2
38.0608,-85.8961,09-01-25,43,13.4,25,17,5.1,0.2,0.7
38.2286,-85.6544,09-01-25,14,4.2,11,40,5.1,0.2,0.8
38.1935,-85.7121,09-01-25,106,3.9,9,24,8.25,0.1,0.2
38.1825,-85.5744,09-01-25,13,5.2,12,39,5.1,0.2,0.2
38.263599,-85.7117,09-01-25,116,6.8,17,24,5.1,0.2,0.2
38.23158,-85.82675,09-01-25,34,4.9,12,31,5.1,0.2,0.2
37.8933,-84.5892,09-01-25,93,2.9,17,37,5.1,0.2,0.2
39.072498,-84.525002,09-01-25,71,6.8,17,24,5.1,0.2,0.2
37.1556,-88.3931,09-01-25,30,6.8,17,32,5.1,0.2,0.2
37.0581,-88.5725,09-01-25,95,6.8,17,24,5.1,0.2,0.2
37.9214,-83.0662,09-01-25,9,6.8,17,40,5.1,0.2,0.2
37.197201,-86.9561,09-01-25,30,6.8,17,24,5.1,0.2,0.2
38.3986,-85.4433,09-01-25,41,6.8,17,40,5.1,0.2,0.2
37.2831,-83.2203,09-01-25,44,5.2,17,20,5.1,0.2,0.2
37.4828,-82.5353,09-01-25,33,6,17,20,5.1,0.2,0.2
37.097801,-84.611702,09-01-25,21,4.8,17,36,5.1,0.2,0.2
36.7086,-86.5664,09-01-25,381,6.8,17,32,5.1,0.2,0.2
36.783901,-87.851898,09-01-25,79,6.8,17,24,5.1,0.2,0.2
36.7841,-87.8499,09-01-25,96,6.8,17,24,5.1,0.2,0.2
37.0367,-86.2506,09-01-25,91,6.8,17,24,5.1,0.2,0.2
37.04926,-86.21487,09-01-25,88,4.5,17,30,5.1,0.2,0.2
37.7046,-85.0485,09-01-25,87,6.8,17,43,5.1,0.2,0.2
30.2294,-90.9656,09-01-25,110,6.8,17,13,5.1,0.2,0.2
32.5364,-93.7492,09-01-25,20,6.5,17,16,5.1,0.2,0.2
32.6833,-93.8617,09-01-25,26,6.8,17,4,5.1,0.2,0.2
30.1433,-93.3719,09-01-25,69,6.8,17,16,5.1,0.2,0.2
30.2625,-93.285,09-01-25,19,7.7,17,24,5.1,0.2,0.2
30.2278,-93.5797,09-01-25,43,6.8,17,7,5.1,0.2,0.2
30.4197,-91.1819,09-01-25,38,6.8,17,17,5.1,0.2,0.2
30.4622,-91.1769,09-01-25,19,6.8,17,24,5.1,0.2,0.2
30.7008,-91.0561,09-01-25,44,6.8,17,7,5.1,0.2,0.2
30.5872,-91.207199,09-01-25,9,6.8,17,24,5.1,0.2,0.2
30.399401,-91.418297,09-01-25,5,6.8,17,24,5.1,0.2,0.2
30.2211,-91.3153,09-01-25,92,6.8,17,7,5.1,0.2,0.2
30.1975,-91.1283,09-01-25,13,6.8,17,15,5.1,0.2,0.2
30.0411,-90.2728,09-01-25,21,5.4,17,32,5.1,0.2,0.2
30.2258,-92.042801,09-01-25,57,3.7,17,15,5.1,0.2,0.2
29.7639,-90.7653,09-01-25,16,8.4,17,10,5.1,0.2,0.2
30.315,-90.8114,09-01-25,72,3.8,17,10,5.1,0.2,0.2
29.9933,-90.1014,09-01-25,70,4,17,24,5.1,0.2,0.2
29.996013,-90.11819,09-01-25,18,4.5,17,24,5.1,0.2,0.2
32.509701,-92.046097,09-01-25,53,6.8,17,30,5.1,0.2,0.2
30.6817,-91.3661,09-01-25,84,6.8,17,15,5.1,0.2,0.2
31.1679,-92.3969,09-01-25,35,6.8,17,24,5.1,0.2,0.2
29.940001,-89.919998,09-01-25,59,6.8,17,26,5.1,0.2,0.2
29.9431,-89.9761,09-01-25,78,5.3,17,24,5.1,0.2,0.7
29.935301,-89.955597,09-01-25,8,6.8,17,24,5.1,0.2,0.2
29.995,-90.8172,09-01-25,18,6.8,17,8,5.1,0.2,0.2
30.0494,-90.6367,09-01-25,70,6.8,17,20,5.1,0.2,0.2
30.008887,-91.869595,09-01-25,6,6.8,17,12,5.1,0.2,0.2
30.4293,-90.1997,09-01-25,40,6.8,17,14,5.1,0.2,0.2
30.5019,-91.2111,09-01-25,100,6.8,17,21,5.1,0.2,0.2
44.089355,-70.214134,09-01-25,46,4,6,24,5.1,0.2,0.2
43.974449,-70.124893,09-01-25,75,6.8,17,1,5.1,0.2,0.2
47.3553,-68.3211,09-01-25,31,3.6,8,24,5.1,0.2,0.2
46.69838,-68.038933,09-01-25,60,2.4,7,24,5.1,0.2,0.2
46.682299,-68.016195,09-01-25,107,2.3,7,24,5.1,0.2,0.2
46.6964,-68.033096,09-01-25,86,3.2,17,10,5.1,0.2,0
46.604,-68.4135,09-01-25,90,6.8,17,24,5.1,0.2,0.2
43.660248,-70.268967,09-01-25,123,8,17,12,4.7,0.2,0.2
43.561043,-70.207321,09-01-25,77,6.8,17,15,5.1,0.2,0.2
44.351665,-68.227219,09-01-25,79,6.8,17,21,5.1,0.2,0.2
44.377048,-68.260902,09-01-25,10,1.7,3,18,5.1,0.1,0
44.2267,-69.7892,09-01-25,4,6.8,17,11,5.1,0.2,0.2
43.917953,-69.260803,09-01-25,38,6.8,17,11,5.1,0.2,0.2
44.5514,-70.5463,09-01-25,15,6,17,24,5.1,0.2,0.2
44.250923,-70.860603,09-01-25,19,6.8,17,24,5.1,0.2,0.2
44.377794,-70.854697,09-01-25,9,6.8,17,18,5.1,0.2,0.2
44.798859,-68.769676,09-01-25,17,6.8,17,24,5.1,0.2,0.2
44.817398,-68.772762,09-01-25,85,2.4,6,24,5.1,0.2,0.2
44.736465,-68.671143,09-01-25,28,6.8,17,20,5.1,0.2,0.2
45.463032,-69.592239,09-01-25,10,6.8,17,24,5.1,0.2,0.2
44.005001,-69.827782,09-01-25,77,6.8,17,24,5.1,0.2,0.2
44.531883,-67.595879,09-01-25,5,6.8,17,24,5.1,0.2,0.2
44.9636,-67.060799,09-01-25,82,6.8,17,24,5.1,0.2,0.2
43.111364,-70.76973,09-01-25,112,6.8,17,24,5.1,0.2,0.2
43.656765,-70.629135,09-01-25,37,6.8,17,24,5.1,0.2,0.2
43.58889,-70.877342,09-01-25,54,6.8,17,10,5.1,0.2,0.2
43.343056,-70.47139,09-01-25,301,6.8,17,17,5.1,0.2,0.2
39.4864,-79.0638,09-01-25,97,6.8,17,24,5.1,0.2,0.2
39.483617,-79.026383,09-01-25,41,6.8,17,24,5.1,0.2,0.2
39.1694,-76.6281,09-01-25,153,6.8,17,24,5.1,0.2,0.2
39.158883,-76.511367,09-01-25,49,6.8,17,24,5.1,0.2,0.2
39.109951,-76.433073,09-01-25,11,6.8,17,24,5.1,0.2,0.2
39.371679,-76.746814,09-01-25,26,6.8,17,24,17.4,0.2,0.2
39.462002,-76.631599,09-01-25,4,5,17,15,5.1,0.2,0.2
39.310833,-76.474444,09-01-25,28,15,23,3,24.8,0.5,0.4
39.2572,-76.3446,09-01-25,20,6.8,17,24,5.1,0.2,0.2
38.536722,-76.617194,09-01-25,37,6.8,17,19,5.1,0.2,0.2
39.444199,-77.041702,09-01-25,0,6.8,17,20,5.1,0.2,0.2
39.701099,-75.860001,09-01-25,37,10,17,25,5.1,0.2,0.2
38.5042,-76.811897,09-01-25,28,6.8,17,17,5.1,0.2,0.2
38.5876,-76.1408,09-01-25,122,6,17,29,5.1,0.2,0
38.445,-76.1114,09-01-25,138,6.8,17,30,5.1,0.2,0.2
39.42276,-77.37519,09-01-25,148,6.8,17,13,5.1,0.2,0.2
39.705799,-79.011902,09-01-25,213,6,17,12,2.9,0.1,0
39.41,-76.2967,09-01-25,94,17,17,7,5.1,0.2,0.2
39.563301,-76.203903,09-01-25,97,6.8,17,26,5.1,0.2,0.2
39.143197,-76.846192,09-01-25,25,7,17,24,5.1,0.2,0.2
39.305199,-75.797203,09-01-25,16,2,17,14,5.1,0.2,0.2
39.114399,-77.106903,09-01-25,47,2,17,5,5.1,0.2,0.2
39.055302,-76.878304,09-01-25,23,7,17,21,4.2,0.2,0
38.812069,-76.744186,09-01-25,89,6.8,17,11,5.1,0.2,0.2
39.0284,-76.8172,09-01-25,31,6.8,17,18,5.1,0.2,0.2
39.565601,-77.721901,09-01-25,50,10,17,18,5.1,0.2,0.2
38.251099,-75.159401,09-01-25,99,6.8,17,24,5.1,0.2,0.2
39.2981,-76.604698,09-01-25,34,6.8,17,24,5.1,0.2,0.2
39.333099,-76.550003,09-01-25,69,6.8,17,24,5.1,0.2,0.2
41.9756,-70.0239,09-01-25,57,6.8,17,24,5.1,0.2,0.2
42.4478,-73.2547,09-01-25,50,6.8,17,24,5.1,0.2,0.2
42.6367,-73.1678,09-01-25,15,6.8,17,24,5.1,0.2,0.2
42.702223,-73.110414,09-01-25,22,5.4,17,24,5.1,0.2,0.2
41.6333,-70.8797,09-01-25,14,6.8,17,24,5.1,0.2,0.2
41.6833,-71.169701,09-01-25,17,4.3,17,21,5.1,0.2,0.5
41.6454,-70.898,09-01-25,72,6.8,17,15,5.1,0.2,0.2
41.33047,-70.78584,09-01-25,21,6.8,17,30,5.1,0.2,0.2
42.474701,-70.971901,09-01-25,5,3.1,17,23,2,0.2,0.2
42.790298,-70.808899,09-01-25,101,6.8,17,24,5.1,0.2,0.2
42.814507,-70.818489,09-01-25,120,6.8,17,24,5.1,0.2,0.2
42.7708,-71.1028,09-01-25,146,6.8,17,24,5.1,0.2,0.2
42.605816,-72.596689,09-01-25,109,4.1,17,10,5.1,0.2,0.2
42.194401,-72.555603,09-01-25,15,3.2,17,23,3,0.2,0.2
42.1086,-72.5911,09-01-25,24,6.8,17,24,5.1,0.2,0.2
42.120248,-72.58499,09-01-25,100,4.2,17,24,6,0.2,0
42.4006,-72.5236,09-01-25,45,6.8,17,24,5.1,0.2,0.2
42.298302,-72.334396,09-01-25,79,2.9,5,24,0,0.2,0.1
42.645802,-71.311699,09-01-25,64,6.8,17,24,5.1,0.2,0.2
42.6267,-71.3622,09-01-25,24,6.8,17,27,5.1,0.2,0.2
42.413601,-71.483299,09-01-25,23,6.8,17,24,5.1,0.2,0.2
42.2117,-71.114403,09-01-25,29,6.8,17,24,2,0.2,0.2
42.065119,-71.012686,09-01-25,32,4.7,17,14,5.1,0.2,0.2
42.3489,-71.097702,09-01-25,10,3.7,17,24,3,0.2,0.5
42.3172,-70.9667,09-01-25,30,6.8,17,24,5.1,0.2,0.2
42.329399,-71.082497,09-01-25,43,3.2,6,19,5,0.1,0.4
42.3631,-71.0542,09-01-25,97,6.8,17,24,5.1,0.2,0.2
42.325197,-71.056056,09-01-25,18,3.9,17,24,7,0.4,0.2
42.2742,-71.8758,09-01-25,48,3.7,6,20,4,0.2,0.1
42.263901,-71.794701,09-01-25,99,3.7,6,20,4,0.2,0.1
42.0997,-71.62,09-01-25,56,3.9,6,8,5.1,0.2,0.2
42.767799,-86.148598,09-01-25,48,11,17,14,5.3,0.2,0.2
43.5714,-83.8908,09-01-25,9,9,17,24,5.1,0.2,0.2
44.616901,-86.109398,09-01-25,94,6.8,17,7,5.1,0.2,0.2
42.1978,-86.3097,09-01-25,38,6.8,17,12,5.1,0.2,0.2
41.8956,-86.0017,09-01-25,8,6.8,17,24,5.1,0.2,0.2
42.802742,-84.350273,09-01-25,79,6.8,17,2,5.1,0.2,0.2
43.1683,-83.4617,09-01-25,1,6.8,17,6,5.1,0.2,0.2
43.8364,-82.6431,09-01-25,32,6.8,17,12,5.1,0.2,0.2
42.737499,-84.536102,09-01-25,100,6.8,17,24,5.1,0.2,0.2
42.76138,-84.562867,09-01-25,85,51.6,63,7,14.3,0.2,0.6
42.2781,-85.5419,09-01-25,67,12.8,17,19,5.1,0.2,0.2
42.984699,-85.671097,09-01-25,87,5.3,10,22,6.6,0.3,0.1
43.176701,-85.416702,09-01-25,0,6.8,17,21,5.1,0.2,0.2
41.995602,-83.946701,09-01-25,52,5,17,22,5.1,0.2,0.2
42.7314,-82.7936,09-01-25,4,5.9,31,13,19.9,0.4,0.1
42.5467,-83.0061,09-01-25,12,6.8,17,24,5.1,0.2,0.2
44.3069,-86.2428,09-01-25,37,4.5,17,29,5.1,0.2,0.2
43.9533,-86.2944,09-01-25,87,6.8,17,9,5.1,0.2,0.2
44.3106,-84.891899,09-01-25,44,3,17,11,0.6,0.2,0.2
43.2781,-86.3111,09-01-25,45,6.8,17,6,5.1,0.2,0.2
42.4631,-83.183296,09-01-25,20,10.1,17,12,5.1,0.2,0.2
42.894402,-85.852798,09-01-25,4,10.8,20,14,5.1,0.2,0.2
42.9533,-82.4564,09-01-25,11,9.5,17,9,5.1,0.2,2.2
46.2889,-85.9503,09-01-25,60,5,17,24,5.1,0.2,0.2
43.61,-83.36,09-01-25,7,6.8,17,18,5.1,0.2,0.2
42.24,-83.5997,09-01-25,41,8,17,12,5.1,0.2,0.2
42.4164,-83.9019,09-01-25,37,6.8,17,25,5.1,0.2,0.2
42.2283,-83.2092,09-01-25,80,12.3,19,4,5.1,0.7,0.1
42.3042,-83.1072,09-01-25,0,7.8,17,24,7.8,0.2,2.2
42.430801,-83.000801,09-01-25,9,6.1,17,8,21.9,0.2,0.2
42.3075,-83.15,09-01-25,87,5.8,12,24,5.1,0.2,0.2
42.3231,-83.0689,09-01-25,93,6.8,17,24,5.1,0.2,0.2
42.38599,-83.266319,09-01-25,47,11,17,24,12.7,0,0.2
42.421494,-83.425168,09-01-25,275,6.8,17,24,5.1,0.2,0.2
42.261669,-83.157893,09-01-25,133,12.3,17,24,5.1,0.2,1.5
42.312158,-83.091943,09-01-25,41,8.4,17,24,17,0,0.8
42.295824,-83.129431,09-01-25,33,22.9,17,24,19.5,0,1
42.312078,-83.103469,09-01-25,29,9.3,17,24,33.8,0.2,0.9
44.180901,-85.738998,09-01-25,74,6.8,17,7,5.1,0.2,0.2
0.3902,9.44436,09-01-25,19,6.8,17,24,5.1,0.2,0.2
45.400799,-93.201103,09-01-25,20,6.8,17,2,5.1,0.2,0.2
45.1425,-93.2139,09-01-25,31,5.1,7,18,2.6,0.1,0.2
46.8511,-95.8467,09-01-25,38,7.5,17,10,5.1,0.2,0.2
47.878159,-95.029172,09-01-25,289,10,17,24,5.1,0.2,0.2
46.7053,-92.5236,09-01-25,12,6.3,17,20,5.1,0.2,0.2
46.713694,-92.511722,09-01-25,16,6.3,17,19,5.1,0.2,0.2
47.38443,-94.60166,09-01-25,13,7.5,17,24,5.1,0.2,0.2
47.9721,-89.6908,09-01-25,46,5.8,17,24,5.1,0.2,0.2
46.3944,-94.1433,09-01-25,26,7,17,9,5.1,0.2,0.2
44.7383,-93.2372,09-01-25,40,6.6,17,24,5.1,0.2,0.2
44.706123,-93.285803,09-01-25,28,7,17,24,8.1,0.3,0.2
44.471901,-93.013298,09-01-25,18,6.8,17,23,5.1,0.2,0.2
45.012102,-93.276699,09-01-25,95,6.8,10,24,5.1,0.2,0.2
45.008297,-93.277041,09-01-25,90,11.6,18,24,5.1,0.2,0.2
44.979,-93.2737,09-01-25,44,6.8,17,24,5.1,0.8,1.3
44.9653,-93.2551,09-01-25,87,8.1,17,17,10.2,0.2,0.2
44.9536,-93.2581,09-01-25,80,10.1,17,24,5.1,0.2,0.2
44.9006,-93.238297,09-01-25,72,6.8,17,24,5.1,0.2,0.2
44.95208,-93.24428,09-01-25,100,14.3,17,24,5.1,0.2,0.2
44.981393,-93.300703,09-01-25,10,6.8,17,24,5.1,0.2,0.2
44.946341,-93.277353,09-01-25,64,6.8,17,24,5.1,0.2,0.2
45.013611,-93.272049,09-01-25,30,6.8,19,24,5.1,0.2,0.2
47.9464,-91.4953,09-01-25,32,5.1,17,39,5.1,0.2,0.2
44.4572,-95.835,09-01-25,8,8,15,16,5.1,0.2,0.2
46.2056,-93.7589,09-01-25,17,6.8,17,22,5.1,0.2,0.2
43.9947,-92.4497,09-01-25,27,16.3,17,11,5.1,0.2,0.2
44.9556,-93.1459,09-01-25,96,6.8,17,24,5.1,0.2,0.2
44.9507,-93.0985,09-01-25,17,6.8,14,24,5.1,0.2,0.2
44.9594,-93.0356,09-01-25,29,8.8,17,24,5.1,0.2,0.2
44.927318,-93.067534,09-01-25,35,6.8,17,24,5.1,0.2,0.2
44.971539,-93.082984,09-01-25,106,6.8,17,24,5.1,0.2,0.2
44.973096,-93.199879,09-01-25,4,6.8,17,24,5.1,0.2,0.2
46.7834,-92.1027,09-01-25,16,6.8,17,24,5.1,0.2,0.2
48.4128,-92.8292,09-01-25,87,6.8,17,24,5.1,0.2,0.2
47.5212,-92.5393,09-01-25,77,14.7,24,24,5.1,0.2,0.2
46.77107,-92.11732,09-01-25,64,6.8,17,24,5.1,0.2,0.2
46.8183,-92.0892,09-01-25,33,11.2,17,22,5.1,0.2,0.2
46.766701,-92.133102,09-01-25,27,6.8,17,24,5.1,0.2,0.2
46.743889,-92.166946,09-01-25,89,14.2,17,24,5.1,0.2,0.2
44.789398,-93.512497,09-01-25,41,8.6,17,23,5.1,0.2,0.2
45.55,-94.1333,09-01-25,0,11.8,17,10,5.1,0.2,0.2
45.117199,-92.855003,09-01-25,41,6.8,17,24,5.1,0.2,0.2
45.168,-92.7651,09-01-25,2,6.8,17,4,5.1,0.2,0.2
44.052838,-91.642692,09-01-25,1,6.8,17,24,5.1,0.2,0.2
45.2108,-93.6686,09-01-25,54,8,17,20,5.1,0.2,0.2
33.7556,-90.7275,09-01-25,5,8.8,17,20,5.1,0.2,0.2
33.750833,-90.734167,09-01-25,9,8.8,17,20,5.1,0.2,0.2
34.820633,-89.987782,09-01-25,40,9.7,17,36,5.1,0.2,0.2
31.323995,-89.292219,09-01-25,49,6.8,17,24,5.1,0.2,0.2
30.300917,-89.395954,09-01-25,443,5.4,17,14,5.1,0.2,0.2
30.390123,-89.049746,09-01-25,19,5.2,17,20,5.1,0.2,0.2
32.329042,-90.182659,09-01-25,32,6.8,17,24,5.1,0.2,0.2
32.346734,-90.225762,09-01-25,39,12.1,17,4,5.1,0.2,0.2
30.378054,-88.533876,09-01-25,93,4.6,17,24,0.9,0.2,1.4
32.364345,-88.73145,09-01-25,53,6.8,17,3,5.1,0.2,0.2
34.264849,-88.766842,09-01-25,70,6.8,17,18,5.1,0.2,0.2
33.6636,-89.0622,09-01-25,143,6.8,17,24,5.1,0.2,0.2
34.0026,-89.799,09-01-25,82,6.8,17,43,5.1,0.2,0.2
5.580642,-0.170724,09-01-25,50,6.8,17,24,5.1,0.2,0.2
39.9544,-94.849,09-01-25,45,6.8,17,23,5.1,0.2,0.2
39.07803,-92.316322,09-01-25,54,6.8,17,51,5.1,0.2,0.2
39.741667,-94.858333,09-01-25,52,13,26,24,5.1,0.2,0.2
38.70608,-92.09308,09-01-25,13,6.8,17,51,5.1,0.2,0.2
38.75961,-94.57983,09-01-25,13,13,17,20,5.1,0.2,0.2
37.70097,-94.03474,09-01-25,38,10.1,17,22,5.1,0.2,0.2
39.407419,-94.265142,09-01-25,35,6.8,17,33,5.1,0.2,0.2
39.303056,-94.376389,09-01-25,138,12.6,17,24,5.1,0.2,0.2
39.33188,-94.5806,09-01-25,2,6.8,17,27,5.1,0.2,0.2
39.5306,-94.556,09-01-25,50,6.8,17,23,5.1,0.2,0.2
37.256069,-93.299692,09-01-25,12,11.4,28,39,5.1,0.2,0.2
37.319444,-93.204444,09-01-25,174,6.8,17,40,5.1,0.2,0.2
37.652142,-91.11653,09-01-25,30,6.8,17,24,5.1,0.2,1.3
39.13198,-94.53128,09-01-25,40,6.8,46,24,5.1,0.2,0.2
39.10465,-94.57055,09-01-25,14,6.8,44,24,17.5,0.2,1.6
39.047911,-94.450513,09-01-25,49,6.8,17,24,5.1,0.2,0.2
37.19822,-94.31702,09-01-25,38,6.4,19,24,5.1,0.2,0.2
37.2385,-94.42468,09-01-25,70,6.8,17,24,5.1,0.2,0.2
38.448581,-90.398436,09-01-25,16,13.6,18,39,2.8,0.2,0.2
38.263394,-90.379667,09-01-25,84,6.8,17,24,5.1,0.2,0.5
39.04505,-90.86632,09-01-25,77,6.8,17,24,5.1,0.2,0.2
39.045857,-90.849189,09-01-25,107,6.8,17,37,5.1,0.2,0.2
39.4751,-91.78899,09-01-25,59,6.8,23,40,1,0.2,1.1
37.70264,-89.69864,09-01-25,6,6.8,17,32,5.1,0.2,0.2
38.8725,-90.226389,09-01-25,124,6.8,17,38,2.4,0.2,0.2
38.8994,-90.44917,09-01-25,46,6.8,17,20,5.1,0.2,0.2
37.90084,-90.42388,09-01-25,96,6.8,17,38,5.1,0.2,0.2
38.4902,-90.7052,09-01-25,12,6.8,17,32,5.1,0.2,0.2
38.7109,-90.4759,09-01-25,69,6.8,17,34,5.1,0.2,0.2
38.75264,-90.44884,09-01-25,101,6.8,17,24,7.1,0.2,0.5
38.650259,-90.350463,09-01-25,92,5,17,24,5.1,0.2,0.2
38.5425,-90.263611,09-01-25,26,7.6,17,24,5.1,0.2,0.2
38.656449,-90.198548,09-01-25,72,4.2,20,30,8.7,0.3,0.3
38.673172,-90.239086,09-01-25,4,6.8,17,24,5.1,0.2,0.2
38.65643,-90.18977,09-01-25,12,6.8,21,24,5.1,0.2,0.2
38.631057,-90.281144,09-01-25,15,3.9,17,24,7.8,0.3,0.2
47.494318,-111.303317,09-01-25,25,10.8,17,24,5.1,0.2,0.2
47.048537,-109.455315,09-01-25,156,-2.5,16,33,5.1,0.2,0.2
48.200514,-114.305478,09-01-25,28,6.8,42,24,5.1,0.2,0.2
48.363694,-114.189272,09-01-25,74,3,32,24,5.1,0.2,0.2
48.5103,-113.9956,09-01-25,127,6.8,17,23,5.1,0.2,0.2
44.661701,-111.105003,09-01-25,63,6.8,17,24,5.1,0.2,0.2
44.657014,-111.089618,09-01-25,106,3,17,24,3.7,0.1,0.2
45.683765,-111.056282,09-01-25,23,6.8,17,24,5.1,0.2,0.2
48.740799,-113.4347,09-01-25,187,6.8,17,24,5.1,0.2,0.2
47.8831,-114.1681,09-01-25,47,6.8,17,24,5.1,0.2,0.2
47.6925,-114.0122,09-01-25,45,6.8,17,24,5.1,0.2,0.2
46.8505,-111.987164,09-01-25,22,7.1,17,37,5.1,0.2,0.2
46.6036,-112.0353,09-01-25,45,6.8,17,24,5.1,0.2,0.2
46.6588,-112.0131,09-01-25,84,6.8,17,24,5.1,0.2,0.2
48.391672,-115.55228,09-01-25,73,6.8,17,24,5.1,0.2,0.2
46.842297,-114.020549,09-01-25,74,15.3,32,30,5.1,0.2,0.2
47.012907,-114.224273,09-01-25,91,28.4,17,24,5.1,0.2,0.2
47.17563,-113.476182,09-01-25,68,25.7,17,24,5.1,0.2,0.2
48.317507,-107.862471,09-01-25,99,6.8,17,24,5.1,0.2,0.2
45.440295,-105.37028,09-01-25,38,6.8,17,24,5.1,0.2,0.2
46.243621,-114.158889,09-01-25,31,22.2,17,24,5.1,0.2,0.2
47.803421,-104.485619,09-01-25,83,6.8,17,24,5.1,0.2,0.2
47.8679,-104.676864,09-01-25,13,3.7,18,28,5.1,0.2,0.2
45.366151,-106.48982,09-01-25,85,6.8,17,24,5.1,0.2,0.2
47.594395,-115.323746,09-01-25,14,13.9,61,24,5.1,0.2,0.2
