Latitude,Longitude,ValidDate,AQI,PM2.5,PM10,O3,NO2,CO,SO2
40.3861,-104.7367,09-01-25,39,6.8,17,44,5.1,0.2,0.2
40.4234,-104.6945,09-01-25,48,6.8,17,24,5.1,0.2,0.2
17.256124,-88.773876,09-01-25,10,6.8,17,24,5.1,0.2,0.2
41.171398,-73.195297,09-01-25,36,3.8,8,24,5.1,0.2,0
41.0036,-73.5853,09-01-25,71,6.8,17,21,5.1,0.2,0.2
41.4014,-73.4447,09-01-25,16,9.7,16,7,5.1,0.2,0.2
41.1519,-73.1036,09-01-25,17,6.8,17,18,5.1,0.2,0.2
41.1189,-73.3369,09-01-25,70,6.8,17,19,5,0.2,0.2
41.7606,-72.6708,09-01-25,54,6.8,17,24,5.1,0.2,0.2
41.771444,-72.679923,09-01-25,84,6.1,11,24,20,0.5,0.2
41.7847,-72.6297,09-01-25,69,16.7,23,10,12.1,0.2,0.2
41.7426,-72.6417,09-01-25,121,6.8,17,24,5.1,0.2,0.2
41.764836,-72.668228,09-01-25,114,6.8,17,24,5.1,0.2,0.2
41.644901,-73.079102,09-01-25,41,6.8,17,24,5.1,0.2,0.2
41.833099,-73.303299,09-01-25,19,2.5,5,28,5.1,0.1,0
41.5519,-72.6308,09-01-25,25,6.8,17,24,5.1,0.2,0.2
41.55,-72.626,09-01-25,11,6.8,17,10,5.1,0.2,0.2
41.301288,-72.902685,09-01-25,10,23.3,31,7,19.9,0.4,0.1
41.5503,-73.0442,09-01-25,6,4.9,9,24,5.1,0.2,0.2
41.256902,-72.55322,09-01-25,29,6.8,17,22,5.1,0.2,0.2
41.3536,-72.0789,09-01-25,73,4.1,7,21,5.1,0.2,0.2
41.9756,-72.3867,09-01-25,35,6.8,17,22,5.1,0.2,0.2
41.8402,-72.01,09-01-25,197,6.8,17,22,5.1,0.2,0.2
38.986672,-75.5568,09-01-25,88,4.5,17,15,5.1,0.2,0.2
39.7611,-75.4919,09-01-25,48,4.6,17,24,5.1,0.2,0.2
39.5513,-75.732,09-01-25,202,5.6,17,4,5.1,0.2,0
39.57768,-75.6036,09-01-25,12,5.3,17,24,5.1,0.2,0.2
39.817222,-75.563889,09-01-25,63,6.8,17,11,5.1,0.2,0.2
39.773889,-75.496389,09-01-25,102,6.8,17,32,5.1,0.2,0.1
39.739444,-75.558056,09-01-25,22,5.1,9,26,5.1,0.2,0
38.6539,-75.6106,09-01-25,74,5,17,15,5.1,0.2,0.2
38.7791,-75.16323,09-01-25,63,6.8,17,26,5.1,0.2,0
16.8256,96.1445,09-01-25,14,6.8,17,24,5.1,0.2,0.2
38.895683,-76.958089,09-01-25,192,10.4,17,22,13.5,0.2,0.2
38.876048,-77.033129,09-01-25,20,6.8,17,24,5.1,0.2,0.2
38.921848,-77.013176,09-01-25,78,9,17,24,9.5,0.5,0.2
38.970101,-77.016715,09-01-25,99,6.8,17,22,5.1,0.2,0.2
38.894749,-76.953427,09-01-25,41,12.5,17,24,22,0.6,0.2
29.5467,-82.2969,09-01-25,35,6.8,17,24,5.1,0.2,0.2
30.1972,-82.445,09-01-25,42,7.7,17,33,5.1,0.2,0.2
30.128901,-85.738098,09-01-25,28,6.3,17,21,5.1,0.2,0.2
28.0542,-80.6283,09-01-25,22,7.8,13,29,5.1,0.2,0.2
28.4692,-80.8003,09-01-25,17,6.8,17,24,5.1,0.2,0.2
28.3108,-80.6156,09-01-25,14,6.8,17,32,5.1,0.2,0.2
26.2722,-80.2953,09-01-25,7,6.8,17,24,5.1,0.2,0.2
26.0732,-80.3386,09-01-25,16,4.3,17,13,5.1,0.2,0.2
26.054047,-80.257608,09-01-25,13,5.6,18,10,5.1,0.2,0.1
26.131256,-80.167847,09-01-25,88,6.1,9,24,9.8,0.4,0.2
26.085,-80.2408,09-01-25,154,6.8,17,24,5.1,0.2,0.2
26.2906,-80.0969,09-01-25,0,8.4,17,11,5.1,0.2,0.2
26.2176,-80.1276,09-01-25,3,6.8,17,24,5.1,0.2,0.2
26.0083,-80.1601,09-01-25,16,6.8,17,24,5.1,0.2,0.2
26.0864,-80.1114,09-01-25,18,6.8,17,0,25.3,0.2,0.2
28.958372,-82.643094,09-01-25,20,11.2,17,24,5.1,0.2,0.3
26.2992,-81.72,09-01-25,2,11.1,17,14,5.1,0.2,0.2
30.1783,-82.6192,09-01-25,40,8.7,17,31,5.1,0.2,0.2
30.356111,-81.635556,09-01-25,84,8,15,24,2.2,0.2,-0.4
30.4758,-81.5869,09-01-25,130,7.7,17,26,5.1,0.2,0.2
30.309197,-81.652588,09-01-25,2,6.8,17,24,5.1,0.2,0.2
30.431111,-81.631944,09-01-25,13,6.8,17,24,5.1,0.2,0.2
30.320193,-81.687012,09-01-25,19,6.8,17,24,5.1,0.2,0.2
30.367222,-81.594167,09-01-25,13,6.8,17,24,5.1,0.2,0.2
30.1358,-81.6339,09-01-25,30,6.9,13,24,5.1,0.2,0.2
30.2603,-81.4533,09-01-25,13,5.9,17,29,5.1,0.2,0.2
30.378167,-81.84079,09-01-25,31,6.8,17,26,5.1,0.2,0.2
30.308534,-81.705557,09-01-25,33,6.8,17,24,5.1,0.2,0.2
30.262808,-81.606834,09-01-25,132,6.3,17,24,3.7,0.3,0.2
30.525,-87.204399,09-01-25,28,3.3,8,21,5.1,0.2,0.3
30.3681,-87.2708,09-01-25,39,3,17,21,5.1,0.2,0.2
29.489082,-81.276833,09-01-25,22,6.8,17,20,5.1,0.2,0.2
30.4264,-82.7947,09-01-25,55,6.8,17,24,5.1,0.2,0.2
27.1889,-81.3403,09-01-25,27,6.8,17,25,5.1,0.2,0.2
27.9319,-82.5097,09-01-25,49,6.8,17,24,5.1,0.2,0.2
27.7403,-82.4656,09-01-25,26,6.8,17,26,5.1,0.2,0.2
27.864273,-82.383359,09-01-25,80,6.8,24,24,5.1,0.2,0.2
27.853897,-82.383414,09-01-25,54,6.8,17,24,5.1,0.2,1
27.779712,-82.419835,09-01-25,47,6.8,17,24,5.1,0.2,0.2
27.955133,-82.469532,09-01-25,78,8.1,17,24,8.6,0.4,0.2
27.9283,-82.4547,09-01-25,33,6.8,15,35,5.1,0.2,0.1
27.8928,-82.5383,09-01-25,103,10,17,24,5.1,0.2,0.2
27.95555,-82.46714,09-01-25,93,6.8,17,24,5.1,0.2,0.2
27.9659,-82.230617,09-01-25,102,11,16,20,5.1,0.2,0.5
30.8475,-85.6044,09-01-25,117,4.8,17,24,5.1,0.2,0.2
27.8492,-80.4554,09-01-25,6,6.8,17,44,5.1,0.2,0.2
28.525,-81.7231,09-01-25,44,6.8,17,23,5.1,0.2,0.2
26.6028,-81.8789,09-01-25,33,6.2,14,23,5.1,0.2,0.2
26.5475,-81.9797,09-01-25,27,6.8,17,23,5.1,0.2,0.2
26.4489,-81.9394,09-01-25,3,6.8,17,24,5.1,0.2,0.2
30.4397,-84.3483,09-01-25,30,3.6,17,18,5.1,0.2,0.2
30.4844,-84.1992,09-01-25,21,6.8,17,24,5.1,0.2,0.2
30.1103,-84.9903,09-01-25,16,6.8,17,19,5.1,0.2,0.2
27.638611,-82.547778,09-01-25,28,6.8,17,17,5.1,0.2,0.4
27.6331,-82.5458,09-01-25,25,6.8,17,17,5.1,0.2,0.4
27.4808,-82.6186,09-01-25,138,6.8,17,29,5.1,0.2,0.2
27.4494,-82.521896,09-01-25,15,6.8,17,18,5.1,0.2,0.2
29.170799,-82.1008,09-01-25,10,7.1,17,10,5.1,0.2,0.2
29.1928,-82.1733,09-01-25,61,6.8,17,7,5.1,0.2,0.2
27.172459,-80.240692,09-01-25,104,7.8,17,18,5.1,0.2,0.2
25.8975,-80.38,09-01-25,42,6.8,17,24,1.8,0.2,0
25.7325,-80.162201,09-01-25,91,6.8,17,21,1.4,0.2,0.2
25.586399,-80.326897,09-01-25,98,6.8,17,14,5.1,0.2,0.2
25.621667,-80.344444,09-01-25,98,6.8,17,24,5.1,0.2,0.2
25.686942,-80.399988,09-01-25,87,6,17,24,5.1,0.2,0.2
25.785472,-80.284206,09-01-25,74,6.8,17,24,11.5,0.8,0.2
25.7947,-80.2156,09-01-25,6,6.8,15,24,5.1,0.2,0.2
25.798333,-80.210278,09-01-25,94,6.8,17,24,5.1,0.2,0.2
25.4719,-80.4828,09-01-25,33,6.8,17,24,5.1,0.2,0.2
30.6575,-81.464167,09-01-25,52,6.8,17,24,5.1,0.2,3.1
30.62673,-81.53597,09-01-25,41,6.8,17,24,5.1,0.2,0.2
30.4244,-86.6669,09-01-25,64,6.8,17,24,5.1,0.2,0.2
28.4544,-81.3814,09-01-25,6,6.8,17,24,5.1,0.2,0.2
28.534646,-81.384411,09-01-25,89,5.7,17,24,10.2,0.4,0.2
28.5997,-81.3628,09-01-25,109,5.2,17,25,2.4,0.3,0.6
28.3478,-81.6367,09-01-25,32,7.9,17,24,5.1,0.2,0.2
26.724167,-80.663055,09-01-25,88,7.9,17,24,5.1,0.2,0.2
26.7308,-80.2339,09-01-25,46,6.8,17,24,5.1,0.2,0.2
26.593808,-80.058917,09-01-25,8,6.8,17,15,5.1,0.2,0.2
26.6678,-80.7136,09-01-25,10,6.8,17,24,5.1,0.2,0.2
28.3322,-82.3056,09-01-25,68,6.8,17,8,5.1,0.2,0.2
28.1953,-82.7578,09-01-25,40,6.8,17,27,5.1,0.2,0.2
27.9711,-82.7361,09-01-25,165,8.5,17,30,5.1,0.2,0.2
27.7858,-82.74,09-01-25,21,8,17,33,3.2,0.2,0.2
27.863583,-82.623483,09-01-25,95,6.8,17,24,5.1,0.2,1
27.834409,-82.665251,09-01-25,66,6.8,17,24,6.1,0.2,0.2
28.0903,-82.7008,09-01-25,28,8.2,17,17,5.1,0.2,0.2
28.141944,-82.74,09-01-25,11,6.8,17,24,5.1,0.2,-0.2
27.94,-82.0003,09-01-25,32,6.8,17,11,5.1,0.2,0.8
28.0294,-81.9719,09-01-25,38,6.8,17,24,5.1,0.2,0.2
29.686667,-81.656389,09-01-25,147,6.8,11,24,5.1,0.2,0.2
27.38908,-80.311035,09-01-25,116,6.8,17,15,5.1,0.2,0.2
27.449699,-80.408096,09-01-25,13,6.8,17,24,5.1,0.2,0.2
30.3942,-87.0081,09-01-25,10,1,17,18,5.1,0.2,0.2
27.2906,-82.5072,09-01-25,28,6.9,17,24,5.1,0.2,0.2
27.3072,-82.5703,09-01-25,81,6.8,17,33,5.1,0.2,0.2
27.3503,-82.4797,09-01-25,69,6.8,21,8,5.1,0.2,0.2
27.0892,-82.3625,09-01-25,6,10.9,17,21,5.1,0.2,0.2
28.7456,-81.31,09-01-25,5,5.7,13,13,5.1,0.2,0.2
29.2069,-81.0531,09-01-25,87,6.9,14,22,5.1,0.2,0.2
30.0842,-84.1617,09-01-25,101,6.7,17,18,5.1,0.2,0
32.8031,-83.5447,09-01-25,14,6.8,17,0,5.1,0.2,-0.6
32.0683,-81.0489,09-01-25,87,6.8,17,27,5.1,0.2,-0.1
32.0903,-81.1306,09-01-25,50,6.8,14,24,5.1,0.2,0.9
34.4742,-85.4081,09-01-25,84,6.8,17,24,5.1,0.2,0.2
33.925,-83.3575,09-01-25,36,9.6,15,21,5.1,0.2,0.2
34.0144,-84.6075,09-01-25,13,6.8,17,18,5.1,0.2,0.2
33.5819,-82.1314,09-01-25,125,6.8,17,24,5.1,0.2,0.2
34.3778,-84.0561,09-01-25,107,6.8,17,17,5.1,0.2,0.2
33.6906,-84.2731,09-01-25,22,8.3,15,1,9.1,0.4,0
33.698611,-84.272608,09-01-25,3,6.8,17,24,18.5,0.2,0.2
31.5767,-84.1002,09-01-25,92,7.2,16,15,5.1,0.2,0.2
33.7433,-84.7789,09-01-25,36,6.8,17,26,5.1,0.2,0.2
34.26054,-85.32333,09-01-25,76,8.9,17,24,5.1,0.2,0.2
34.2632,-85.3048,09-01-25,41,6.8,17,24,5.1,0.2,0.2
33.7792,-84.396,09-01-25,2,6.8,17,24,5.1,0.2,0.2
33.7206,-84.3578,09-01-25,61,11.3,17,7,5.1,0.2,1.1
33.778315,-84.391418,09-01-25,17,11.5,17,24,13.1,0.6,0.2
31.1694,-81.4964,09-01-25,34,4.1,9,36,5.1,0.2,0.2
33.9636,-84.0664,09-01-25,14,15,22,7,5.1,0.2,0.2
34.3003,-83.8139,09-01-25,9,8.5,16,24,5.1,0.2,0.2
33.4347,-84.1617,09-01-25,2,12.8,17,20,5.1,0.2,0.2
32.6056,-83.5979,09-01-25,9,11.7,23,24,5.1,0.2,0.2
30.8486,-83.2933,09-01-25,34,7.3,11,24,5.1,0.2,0.2
34.785,-84.6269,09-01-25,44,6.8,17,49,5.1,0.2,0.2
32.5214,-84.9436,09-01-25,47,6.8,17,22,5.1,0.2,0.2
33.9283,-85.0453,09-01-25,13,6.8,17,24,5.1,0.2,0.2
33.1787,-84.4052,09-01-25,6,6.8,17,23,5.1,0.2,0.2
33.4333,-82.0219,09-01-25,73,13.2,21,14,5.1,0.2,0
33.5856,-84.0667,09-01-25,97,6.8,17,2,5.1,0.2,0.2
31.9531,-84.0794,09-01-25,12,6.8,17,24,5.1,0.2,0.2
34.9789,-85.3009,09-01-25,11,6.8,17,24,5.1,0.2,0.2
12.1348,15.0557,09-01-25,18,6.8,17,24,5.1,0.2,0.2
19.4308,-155.2578,09-01-25,44,6.8,17,24,5.1,0.2,0.2
19.4203,-155.2881,09-01-25,96,6.8,17,24,5.1,0.2,0.2
19.717562,-155.110535,09-01-25,15,0,17,24,5.1,0.2,0
19.5097,-155.9133,09-01-25,30,3,17,24,5.1,0.2,1
19.2065,-155.4689,09-01-25,52,0,17,24,5.1,0.2,0
19.569799,-155.080597,09-01-25,96,3,17,24,5.1,0.2,2
19.117561,-155.778137,09-01-25,36,1,17,24,5.1,0.2,0
19.977467,-155.798067,09-01-25,141,1,17,24,5.1,0.2,2
19.555445,-155.102036,09-01-25,57,3,17,24,5.1,0.2,2
21.323601,-158.088593,09-01-25,37,2.9,10,24,1,0.2,0
21.3325,-158.113907,09-01-25,33,6.8,17,24,5.1,0.2,0.2
21.30758,-157.85542,09-01-25,41,3.5,9,24,5.1,0.2,0
21.3039,-157.8711,09-01-25,10,3.5,17,16,5.1,0.2,0.2
21.3442,-158.1128,09-01-25,17,6.8,17,24,5.1,0.2,0.2
21.323601,-158.088593,09-01-25,34,6.8,17,24,5.1,0.2,0.2
21.392834,-157.969131,09-01-25,132,6.8,17,24,5.1,0.2,0.2
20.7808,-156.4461,09-01-25,119,5,17,24,5.1,0.2,0.2
20.902031,-156.370344,09-01-25,41,6.8,17,24,5.1,0.2,0.2
20.869444,-156.492417,09-01-25,22,4,17,24,5.1,0.2,0.2
43.600699,-116.347853,09-01-25,97,7.8,15,27,11.7,0.2,0
43.636101,-116.270302,09-01-25,38,6.8,17,24,5.1,0.2,0.2
43.616379,-116.203817,09-01-25,22,6.8,17,24,5.1,0.2,0.2
43.577603,-116.178156,09-01-25,96,10,17,24,5.1,0.2,0.2
43.634586,-116.233917,09-01-25,80,6.8,17,24,5.1,0.2,0.2
43.647888,-116.269409,09-01-25,75,6.8,17,24,5.1,0.2,0.2
43.593929,-116.381248,09-01-25,40,6.1,9,24,8.25,0.4,0.2
42.916401,-112.5158,09-01-25,38,6.8,17,24,5.1,0.2,4.3
42.876701,-112.460297,09-01-25,77,14,20,18,5.1,0.2,0.2
42.589833,-112.458889,09-01-25,55,6.8,17,24,5.1,0.2,0.2
47.3167,-116.570297,09-01-25,39,26.2,17,24,5.1,0.2,0.2
47.3386,-116.885902,09-01-25,96,6.8,17,24,5.1,0.2,0.2
43.682556,-114.371094,09-01-25,4,10.3,17,24,5.1,0.2,0.2
43.823017,-115.838557,09-01-25,40,23,17,24,5.1,0.2,0.2
44.104498,-115.972386,09-01-25,16,11,17,24,5.1,0.2,0.2
48.272202,-116.6194,09-01-25,54,6.8,17,24,5.1,0.2,0.2
43.464696,-112.046503,09-01-25,88,5.4,17,24,5.1,0.2,0.2
48.705551,-116.368965,09-01-25,72,17.5,17,24,5.1,0.2,0.2
48.995911,-116.509953,09-01-25,40,11.2,17,24,5.1,0.2,0.2
48.894014,-116.359419,09-01-25,129,15.3,17,24,5.1,0.2,0.2
43.460602,-113.562202,09-01-25,19,6.8,17,52,5.1,0.2,0.2
43.58031,-116.562676,09-01-25,24,6.8,17,24,5.1,0.2,0.2
42.695301,-111.593903,09-01-25,47,6.8,17,24,5.1,0.2,0.3
42.65167,-111.61472,09-01-25,15,6.9,17,24,5.1,0.2,0.2
42.028889,-113.729164,09-01-25,5,6.8,17,24,5.1,0.2,0.2
42.013333,-111.80916,09-01-25,85,6.8,17,24,5.1,0.2,0.2
45.931301,-116.115196,09-01-25,78,5.6,17,24,5.1,0.2,0.2
46.2094,-116.027496,09-01-25,0,6.8,17,24,5.1,0.2,0.2
46.061322,-116.3467,09-01-25,7,14.1,17,24,5.1,0.2,0.2
46.061322,-116.3467,09-01-25,7,6.8,17,24,5.1,0.2,0.2
46.2756,-116.0216,09-01-25,9,6.8,17,51,5.1,0.2,0.2
42.68,-114.2525,09-01-25,52,6.8,17,24,5.1,0.2,0.2
47.7889,-116.8044,09-01-25,213,10.7,17,5,5.1,0.2,0.2
47.682201,-116.765297,09-01-25,23,6.8,17,24,5.1,0.2,0.2
47.83092,-116.80737,09-01-25,47,6.8,17,24,5.1,0.2,0.2
47.949025,-116.710897,09-01-25,20,6.8,17,24,5.1,0.2,0.2
46.728199,-116.954597,09-01-25,15,16,17,24,5.1,0.2,0.2
46.921,-116.89625,09-01-25,5,8.8,17,24,5.1,0.2,0.2
46.612983,-116.65925,09-01-25,68,6.8,17,24,5.1,0.2,0.2
46.578731,-116.708958,09-01-25,87,14.4,17,24,5.1,0.2,0.2
45.181907,-113.890285,09-01-25,124,22,17,24,5.1,0.2,0.2
43.809486,-111.800475,09-01-25,15,6.4,17,24,5.1,0.2,0.2
42.507817,-113.786817,09-01-25,92,6.8,17,24,5.1,0.2,0.2
42.607817,-113.786817,09-01-25,117,6.8,17,24,5.1,0.2,0.2
46.408501,-116.991402,09-01-25,111,5,6,24,5.1,0.2,0.2
46.397202,-116.806198,09-01-25,61,6.8,17,24,5.1,0.2,0.2
46.3349,-116.535797,09-01-25,11,6.8,17,24,5.1,0.2,0.2
47.536712,-116.236867,09-01-25,21,25,68,54,5.1,0.2,0.2
42.565089,-114.494717,09-01-25,14,7,17,24,5.1,0.2,0.2
44.8992,-116.093903,09-01-25,52,11.9,17,24,5.1,0.2,0.2
44.890197,-116.1065,09-01-25,24,11.9,17,24,5.1,0.2,0.2
44.261694,-116.979172,09-01-25,38,12,17,24,5.1,0.2,0.2
39.9175,-91.3358,09-01-25,39,6.8,17,30,5.1,0.2,0.2
40.1236,-88.229401,09-01-25,19,6.8,17,24,5.1,0.2,0.2
40.244953,-88.188179,09-01-25,36,6.8,17,23,5.1,0.2,0.2
40.052241,-88.372549,09-01-25,71,4.8,17,24,5.1,0.2,0.2
40.0519,-88.3724,09-01-25,9,6.8,17,31,5.1,0.1,1.1
39.210857,-87.668297,09-01-25,10,6.8,17,16,5.1,0.2,0.2
41.6708,-87.7325,09-01-25,18,16.1,17,15,5.1,0.2,0.2
41.6878,-87.5389,09-01-25,16,3.6,17,24,5.1,0.2,0.2
41.755798,-87.545303,09-01-25,43,6.8,17,44,5.1,0.2,0.2
41.9136,-87.7239,09-01-25,66,7.3,17,24,5.1,0.2,0.2
41.7908,-87.6017,09-01-25,23,6.8,17,24,5.1,0.2,0.2
41.7547,-87.7136,09-01-25,98,11.7,17,17,5.1,0.2,0.2
41.984402,-87.791901,09-01-25,60,6.8,17,27,5.1,0.2,0.2
41.6681,-87.9906,09-01-25,64,6.8,17,22,5.1,0.2,0.2
41.965,-87.8761,09-01-25,32,5.2,17,29,5.1,0.2,0.2
41.855301,-87.752502,09-01-25,6,6.8,17,20,5.1,0.2,0.2
42.0603,-87.8631,09-01-25,29,5.8,17,17,5.1,0.2,0.2
42.1406,-87.7994,09-01-25,6,3.3,6,16,5.1,0.2,0.2
41.864329,-87.748826,09-01-25,131,6.3,17,24,5.1,0.2,0.2
41.875,-87.8258,09-01-25,22,6.8,17,24,5.1,0.2,0.2
42.0622,-87.6736,09-01-25,100,6.8,17,38,5.1,0.2,0.2
41.7714,-88.1522,09-01-25,6,6.9,17,24,5.1,0.2,0.2
41.8131,-88.0728,09-01-25,47,6.8,17,16,5.1,0.2,0.2
39.0667,-88.548302,09-01-25,2,6.8,17,17,5.1,0.2,0.2
38.088902,-88.625,09-01-25,4,6,17,24,5.1,0.2,0.2
39.101439,-90.344494,09-01-25,34,7.6,17,28,5.1,0.2,0.2
39.109699,-90.328598,09-01-25,11,7.6,17,28,5.1,0.2,0.2
42.2869,-89.9997,09-01-25,32,6.8,17,30,5.1,0.2,0.2
42.0494,-88.2731,09-01-25,19,6.8,17,24,5.1,0.2,0.2
42.386902,-87.8414,09-01-25,5,6.8,17,24,5.1,0.2,0.2
42.4669,-87.8103,09-01-25,77,6.8,17,16,5.1,0.2,0.2
42.2211,-88.2411,09-01-25,9,5.3,17,23,5.1,0.2,0.2
40.5169,-88.9975,09-01-25,24,5,17,27,5.1,0.2,0.2
39.8669,-88.9256,09-01-25,50,6,17,32,5.1,0.2,0.2
39.3961,-89.8094,09-01-25,11,6.8,17,27,5.1,0.2,0.2
38.890301,-90.148102,09-01-25,10,6.8,17,24,5.1,0.2,0.2
38.7045,-90.1397,09-01-25,9,8.5,17,24,5.1,0.2,0.2
38.7267,-89.959198,09-01-25,44,9,17,24,5.1,0.2,0.2
38.8606,-90.1058,09-01-25,79,8.6,17,34,5.1,0.2,0.2
38.869,-89.6228,09-01-25,44,6.8,17,24,5.1,0.2,0.2
40.6869,-89.6072,09-01-25,10,6.8,17,31,5.1,0.2,0.2
40.6978,-89.5889,09-01-25,25,7.1,17,24,5.1,0.2,0.2
40.745,-89.5861,09-01-25,58,6.8,17,29,5.1,0.2,0.2
38.1761,-89.7883,09-01-25,75,8.8,17,31,5.1,0.2,0.2
41.5144,-90.5172,09-01-25,28,9.2,17,23,5.1,0.2,0.2
38.611893,-90.160614,09-01-25,51,7.9,17,27,5.1,0.2,0.2
39.843899,-89.604698,09-01-25,22,6.8,17,24,5.1,0.2,0.2
39.831921,-89.644164,09-01-25,55,7.9,17,24,5.1,0.2,0.2
39.845356,-89.597458,09-01-25,16,6.8,17,24,5.1,0.2,0.2
39.831524,-89.640923,09-01-25,24,6.8,17,31,5.1,0.2,0.2
41.526885,-88.116474,09-01-25,41,6.4,17,24,5.1,0.2,0.2
41.2222,-88.1906,09-01-25,94,6.6,17,18,5.1,0.2,0.2
42.335,-89.0381,09-01-25,24,6.8,17,28,5.1,0.2,0.2
41.221418,-85.016821,09-01-25,51,6.8,17,13,5.1,0.2,0.2
41.094965,-85.101816,09-01-25,81,6.8,17,24,5.1,0.2,0.2
41.074167,-85.136667,09-01-25,86,6.8,17,24,5.1,0.2,0.2
39.294322,-85.766845,09-01-25,23,6.8,17,25,5.1,0.2,0.2
39.237457,-85.891332,09-01-25,13,4.4,17,24,5.1,0.2,0.2
39.997773,-86.395394,09-01-25,16,6.8,17,31,5.1,0.2,0.2
39.263914,-86.292261,09-01-25,3,6.8,17,4,5.1,0.2,0.2
40.540455,-86.553035,09-01-25,43,6.8,17,20,5.1,0.2,0.2
38.393823,-85.664118,09-01-25,25,6.8,17,26,5.1,0.2,0.2
40.300385,-85.245862,09-01-25,225,5.65,16,15,5.1,0.2,0.2
41.716959,-85.824696,09-01-25,79,6.8,17,12,5.1,0.2,0.2
41.657155,-85.968446,09-01-25,29,7.1,17,24,5.1,0.2,0.2
38.30703,-85.832974,09-01-25,65,8.7,17,27,5.1,0.2,0.2
38.985556,-86.99,09-01-25,20,5.9,17,14,5.1,0.2,0.2
40.065201,-86.008102,09-01-25,24,6.8,17,24,5.1,0.2,0.2
40.068297,-85.992451,09-01-25,30,6.8,17,27,5.1,0.2,0.2
39.960884,-85.939546,09-01-25,28,10.5,17,24,5.1,0.2,0.2
39.758889,-86.398611,09-01-25,43,6.8,17,31,5.1,0.2,0.2
40.009544,-85.52347,09-01-25,41,4.7,17,24,5.1,0.2,0.2
40.481347,-86.109688,09-01-25,81,4.6,17,23,5.1,0.2,0.2
40.9606,-85.3803,09-01-25,88,6.8,17,24,5.1,0.2,0.2
38.920835,-86.080523,09-01-25,27,6.8,17,24,5.1,0.2,0.2
39.417155,-86.152406,09-01-25,76,6.8,17,24,5.1,0.2,0.2
38.7408,-87.4853,09-01-25,82,6.8,17,24,5.1,0.2,0.2
41.628611,-87.461389,09-01-25,41,6.8,17,24,5.1,0.2,0.2
41.606563,-87.305015,09-01-25,17,8.5,17,17,13.4,0.2,0.2
41.6814,-87.4947,09-01-25,65,6.8,17,24,5.1,0.2,0.2
41.594427,-87.495044,09-01-25,29,4.7,17,24,5.1,0.2,0.2
41.585278,-87.474442,09-01-25,33,6.8,17,24,5.1,0.2,0.2
41.639444,-87.493611,09-01-25,57,6.8,17,36,5.1,0.2,0.2
41.717762,-86.907786,09-01-25,42,6.8,17,31,5.1,0.2,0.2
41.629167,-86.684444,09-01-25,56,6.8,17,12,5.1,0.2,0.2
40.0025,-85.6569,09-01-25,14,6.8,17,24,5.1,0.2,0.2
40.12569,-85.652127,09-01-25,9,7.5,17,21,5.1,0.2,0.2
39.858889,-86.021389,09-01-25,29,6.8,17,32,5.1,0.2,0.2
39.749027,-86.186269,09-01-25,2,6.8,17,33,5.1,0.2,0.2
39.768056,-86.16,09-01-25,42,6.8,17,24,5.1,0.2,0.2
39.810833,-86.114444,09-01-25,25,6.3,13,32,0.5,0.2,0.2
39.788889,-86.214722,09-01-25,32,6.4,17,24,5.1,0.2,0.2
39.787933,-86.13088,09-01-25,9,5.4,17,26,9.5,0.3,0.2
-4.300578,15.313658,09-01-25,59,6.8,17,24,5.1,0.2,0.2
39.159372,-86.504747,09-01-25,72,5.4,17,24,5.1,0.2,0.2
39.5756,-86.4778,09-01-25,5,6.8,17,24,5.1,0.2,0.2
38.115152,-86.60325,09-01-25,1,6.8,17,33,5.1,0.2,0.2
41.616561,-87.146921,09-01-25,23,6.8,20,24,5.1,0.2,0.2
41.617814,-87.199533,09-01-25,62,6.3,17,21,5.1,0.2,0.2
41.512118,-87.036236,09-01-25,11,6.8,17,25,5.1,0.2,0.2
38.006414,-87.718414,09-01-25,9,6.8,17,26,5.1,0.2,0.2
41.551667,-86.370556,09-01-25,2,6.8,17,17,5.1,0.2,0.2
41.696667,-86.214722,09-01-25,38,7,17,26,3.7,0.2,0.2
41.754722,-86.11,09-01-25,54,6.8,17,24,5.1,0.2,0.2
41.7525,-86.1106,09-01-25,67,6.8,17,24,5.1,0.2,0.2
39.613367,-85.870669,09-01-25,460,6.8,17,25,5.1,0.2,0.2
40.431667,-86.8525,09-01-25,109,6.3,17,24,5.1,0.2,0.2
38.0217,-87.5694,09-01-25,27,6.8,17,24,5.1,0.2,0.2
38.113889,-87.536667,09-01-25,39,6.8,17,34,5.1,0.2,0.2
38.01325,-87.577923,09-01-25,26,5.6,13,34,0.7,0.2,0.2
37.97768,-87.596836,09-01-25,155,6.8,17,24,5.1,0.3,0.2
39.485987,-87.401312,09-01-25,139,9.7,17,29,5.1,0.2,0.2
39.558525,-87.312883,09-01-25,3,6.8,17,27,5.1,0.2,0.2
40.816,-85.6611,09-01-25,170,6.8,17,31,5.1,0.2,0.2
38.052416,-87.281502,09-01-25,12,6.8,17,35,5.1,0.2,0.2
38.1944,-87.3414,09-01-25,73,6.8,17,24,5.1,0.2,0.2
37.954444,-87.321667,09-01-25,38,6.8,17,29,5.1,0.2,0.2
41.169722,-85.629444,09-01-25,55,5,17,24,5.1,0.2,0.2
9.949488,-84.142878,09-01-25,14,6.8,17,24,5.1,0.2,0.2
